date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:56:30	16136/16136	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf03-3f08%22	http://localhost:10016/wp-content/uploads/2021/06/video-2.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/video-2.jpg	(from http://localhost:10016/)
16:56:30	80453/80453	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:28%20GMT	http://localhost:10016/contact-us/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/contact-us/index.html	(from http://localhost:10016/)
16:56:30	41504/41504	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf04-a220%22	http://localhost:10016/wp-content/uploads/2021/06/video-5.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/video-5.jpg	(from http://localhost:10016/)
16:56:30	40477/40477	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf04-9e1d%22	http://localhost:10016/wp-content/uploads/2021/06/video-4.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/video-4.jpg	(from http://localhost:10016/)
16:56:30	38229/38229	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf04-9555%22	http://localhost:10016/wp-content/uploads/2021/06/video-6.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/video-6.jpg	(from http://localhost:10016/)
16:56:31	42824/42824	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf03-a748%22	http://localhost:10016/wp-content/uploads/2021/06/video-1.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/video-1.jpg	(from http://localhost:10016/)
16:56:31	87057/87057	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:30%20GMT	http://localhost:10016/one-hundred-years-of-solitude/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/one-hundred-years-of-solitude/index.html	(from http://localhost:10016/)
16:56:32	71322/71322	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:31%20GMT	http://localhost:10016/category/stories/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/category/stories/index.html	(from http://localhost:10016/)
16:56:33	54281/54281	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:31%20GMT	http://localhost:10016/category/uncategorized/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/category/uncategorized/index.html	(from http://localhost:10016/)
16:56:33	102264/102264	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:32%20GMT	http://localhost:10016/the-last-life/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/the-last-life/index.html	(from http://localhost:10016/)
16:56:34	89939/89939	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf0f-15f53%22	http://localhost:10016/wp-content/uploads/2021/06/blog-img-6-768x637.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/blog-img-6-768x637.jpg	(from http://localhost:10016/)
16:56:34	102586/102586	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:32%20GMT	http://localhost:10016/quisque-iddiam-velquam-elementum-pulvinar/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/quisque-iddiam-velquam-elementum-pulvinar/index.html	(from http://localhost:10016/)
16:56:34	35596/35596	U-----	200	untouched ('OK')	application/x-javascript	etag:%2268e9c042-8b0c%22	http://localhost:10016/wp-content/themes/blocksy/static/bundle/main.js?ver=2.1.15	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/themes/blocksy/static/bundle/main202b.js	(from http://localhost:10016/)
16:56:35	71736/71736	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:34%20GMT	http://localhost:10016/category/commercial/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/category/commercial/index.html	(from http://localhost:10016/)
16:56:35	11446/11446	U-----	200	untouched ('OK')	application/x-javascript	etag:%2268edcefc-2cb6%22	http://localhost:10016/wp-content/plugins/stackable-ultimate-gutenberg-blocks/dist/frontend_block_video_popup.js?ver=3.19.1	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/plugins/stackable-ultimate-gutenberg-blocks/dist/frontend_block_video_popupa2f8.js	(from http://localhost:10016/)
16:56:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Oct%202025%2012:56:34%20GMT	http://localhost:10016/contact/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/contact/index.html	(from http://localhost:10016/)
16:56:35	5842/5842	U--MC-	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:25%20GMT	https://gmpg.org/xfn/11	C:/Users/moham/Desktop/Fable-Export/Fable/gmpg.org/xfn/11.html	(from http://localhost:10016/)
16:56:37	16269/16269	U--MC-	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:36%20GMT	https://gmpg.org/xfn/intro	C:/Users/moham/Desktop/Fable-Export/Fable/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
16:56:38	65221/65221	U-----	200	untouched ('')	image/png	etag:%2268edcf0c-fec5%22	http://localhost:10016/wp-content/uploads/2021/06/footer-bg.png	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/footer-bg.png	(from http://localhost:10016/wp-content/uploads/blocksy/css/global.css?ver=13394)
16:56:38	664/664	U-----	200	untouched ('')	application/font-woff2	etag:%2268e9c042-298%22	http://localhost:10016/wp-content/themes/blocksy/static/fonts/stars.woff2	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/themes/blocksy/static/fonts/stars.woff2	(from http://localhost:10016/wp-content/themes/blocksy/static/bundle/main.min.css?ver=2.1.15)
16:56:38	53557/53557	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2012:56:38%20GMT	http://localhost:10016/about/firebase-auth-compat.js	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/about/firebase-auth-compat.js	(from http://localhost:10016/about/)
16:56:39	53557/53557	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2012:56:39%20GMT	http://localhost:10016/about/ln.href,%20location.origin	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/about/ln.href,%20location.html	(from http://localhost:10016/about/)
16:56:40	1253/1253	U-----	200	untouched ('OK')	text/css	etag:W/%2268e9c042-4e5%22	http://localhost:10016/wp-content/themes/blocksy/static/bundle/page-title.min.css?ver=2.1.15	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/themes/blocksy/static/bundle/page-title.min202b.css	(from http://localhost:10016/about/)
16:56:41	55617/55617	U--MCZ	200	updated ('OK')	application/json	date:Wed,%2015%20Oct%202025%2012:56:40%20GMT	http://localhost:10016/wp-json/wp/v2/pages/768	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-json/wp/v2/pages/768.json	(from http://localhost:10016/about/)
16:56:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Oct%202025%2012:56:41%20GMT	http://localhost:10016/?p=768	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/indexb916.html	(from http://localhost:10016/about/)
16:56:43	2038/2038	U--MCZ	200	updated ('OK')	application/json	date:Wed,%2015%20Oct%202025%2012:56:42%20GMT	http://localhost:10016/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A10016%2Fabout%2F	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-json/oembed/1.0/embed33f7.json	(from http://localhost:10016/about/)
16:56:43	2198/2198	U--MC-	200	updated ('OK')	text/xml	date:Wed,%2015%20Oct%202025%2012:56:43%20GMT	http://localhost:10016/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A10016%2Fabout%2F&format=xml	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-json/oembed/1.0/embed04d7	(from http://localhost:10016/about/)
16:56:43	208524/208524	U-----	200	untouched ('')	image/png	etag:%2268edcf08-32e8c%22	http://localhost:10016/wp-content/uploads/2021/06/bg.png	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/bg.png	(from http://localhost:10016/about/)
16:56:43	2067/2067	U-----	200	untouched ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	C:/Users/moham/Desktop/Fable-Export/Fable/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
16:56:43	4170/4170	U--MC-	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:36%20GMT	https://gmpg.org/xfn/.	C:/Users/moham/Desktop/Fable-Export/Fable/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
16:56:43	7342/7342	U--MC-	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:36%20GMT	https://gmpg.org/xfn/faq	C:/Users/moham/Desktop/Fable-Export/Fable/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
16:56:44	385364/385364	U-----	200	untouched ('')	image/png	etag:%2268edcf07-5e154%22	http://localhost:10016/wp-content/uploads/2021/06/about-image.png	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/about-image.png	(from http://localhost:10016/about/)
16:56:44	10038/10038	U-----	200	untouched ('')	image/png	etag:%2268edcf08-2736%22	http://localhost:10016/wp-content/uploads/2021/06/testimonial_avatar@2x.png	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/testimonial_avatar@2x.png	(from http://localhost:10016/about/)
16:56:44	58071/58071	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf09-e2d7%22	http://localhost:10016/wp-content/uploads/2021/06/team-member-1@2x.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/team-member-1@2x.jpg	(from http://localhost:10016/about/)
16:56:44	53557/53557	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2012:56:44%20GMT	http://localhost:10016/one-hundred-years-of-solitude/ln.href,%20location.origin	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/one-hundred-years-of-solitude/ln.href,%20location.origin	(from http://localhost:10016/one-hundred-years-of-solitude/)
16:56:45	34671/34671	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf09-876f%22	http://localhost:10016/wp-content/uploads/2021/06/team-member-2@2x.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/team-member-2@2x.jpg	(from http://localhost:10016/about/)
16:56:45	55047/55047	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf09-d707%22	http://localhost:10016/wp-content/uploads/2021/06/team-member-4@2x.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/team-member-4@2x.jpg	(from http://localhost:10016/about/)
16:56:45	440163/440163	U-----	200	untouched ('')	image/png	etag:%2268edcf07-6b763%22	http://localhost:10016/wp-content/uploads/2021/06/person-cta@2x.png	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/person-cta@2x.png	(from http://localhost:10016/about/)
16:56:46	87311/87311	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:45%20GMT	http://localhost:10016/pellentesque-eliteget-gravida-cum-ornare/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/pellentesque-eliteget-gravida-cum-ornare/index.html	(from http://localhost:10016/blog/)
16:56:46	62543/62543	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf0f-f44f%22	http://localhost:10016/wp-content/uploads/2021/06/blog-img-5-768x637.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/blog-img-5-768x637.jpg	(from http://localhost:10016/blog/)
16:56:46	102899/102899	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf0e-191f3%22	http://localhost:10016/wp-content/uploads/2021/06/blog-img-4-768x637.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/blog-img-4-768x637.jpg	(from http://localhost:10016/blog/)
16:56:46	56539/56539	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:46%20GMT	http://localhost:10016/category/video/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/category/video/index.html	(from http://localhost:10016/blog/)
16:56:48	87331/87331	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:46%20GMT	http://localhost:10016/quam-vulputate-dignissim-suspendisse-intellus/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/quam-vulputate-dignissim-suspendisse-intellus/index.html	(from http://localhost:10016/blog/)
16:56:48	56484/56484	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:46%20GMT	http://localhost:10016/category/vfx/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/category/vfx/index.html	(from http://localhost:10016/blog/)
16:56:48	53557/53557	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2012:56:46%20GMT	http://localhost:10016/the-last-life/ln.href,%20location.origin	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/the-last-life/ln.href,%20location.1b.delayed	(from http://localhost:10016/the-last-life/)
16:56:49	57405/57405	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf06-e03d%22	http://localhost:10016/wp-content/uploads/2021/06/blog-img-2@2x-768x637.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/blog-img-2@2x-768x637.jpg	(from http://localhost:10016/blog/)
16:56:49	67920/67920	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf06-10950%22	http://localhost:10016/wp-content/uploads/2021/06/blog-img-1@2x-768x637.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/blog-img-1@2x-768x637.jpg	(from http://localhost:10016/blog/)
16:56:49	86713/86713	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:47%20GMT	http://localhost:10016/vestibulum-commodo-sapien-non-elit-vitae/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/vestibulum-commodo-sapien-non-elit-vitae/index.html	(from http://localhost:10016/blog/)
16:56:50	57347/57347	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf06-e003%22	http://localhost:10016/wp-content/uploads/2021/06/blog-img-3@2x-768x637.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/blog-img-3@2x-768x637.jpg	(from http://localhost:10016/blog/)
16:56:50	86799/86799	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:48%20GMT	http://localhost:10016/proin-ex-ipsum-facilisis-tincidunt-vulputate/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/proin-ex-ipsum-facilisis-tincidunt-vulputate/index.html	(from http://localhost:10016/blog/)
16:56:51	53557/53557	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2012:56:49%20GMT	http://localhost:10016/contact-us/ln.href,%20location.origin	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/contact-us/ln.href,%20location.html	(from http://localhost:10016/contact-us/)
16:56:51	86835/86835	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:49%20GMT	http://localhost:10016/duis-mauris-augue-efficitur-posuere-dignissim-neque/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/duis-mauris-augue-efficitur-posuere-dignissim-neque/index.html	(from http://localhost:10016/blog/)
16:56:51	53557/53557	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2012:56:50%20GMT	http://localhost:10016/contact-us/firebase-auth-compat.js	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/contact-us/firebase-auth-compat.html	(from http://localhost:10016/contact-us/)
16:56:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Oct%202025%2012:56:51%20GMT	http://localhost:10016/?p=765	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/index6215.html	(from http://localhost:10016/contact-us/)
16:56:52	13445/13445	U--MCZ	200	updated ('OK')	application/json	date:Wed,%2015%20Oct%202025%2012:56:50%20GMT	http://localhost:10016/wp-json/wp/v2/pages/765	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-json/wp/v2/pages/765.json	(from http://localhost:10016/contact-us/)
16:56:52	2054/2054	U--MCZ	200	updated ('OK')	application/json	date:Wed,%2015%20Oct%202025%2012:56:51%20GMT	http://localhost:10016/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A10016%2Fcontact-us%2F	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-json/oembed/1.0/embed42e5.json	(from http://localhost:10016/contact-us/)
16:56:52	53557/53557	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2012:56:52%20GMT	http://localhost:10016/one-hundred-years-of-solitude/firebase-auth-compat.js	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/one-hundred-years-of-solitude/firebase-auth-compat.html	(from http://localhost:10016/one-hundred-years-of-solitude/)
16:56:53	3224/3224	U-----	200	untouched ('OK')	text/css	etag:W/%2268e9c042-c98%22	http://localhost:10016/wp-content/themes/blocksy/static/bundle/sidebar.min.css?ver=2.1.15	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/themes/blocksy/static/bundle/sidebar.min202b.css	(from http://localhost:10016/one-hundred-years-of-solitude/)
16:56:53	2214/2214	U--MC-	200	updated ('OK')	text/xml	date:Wed,%2015%20Oct%202025%2012:56:52%20GMT	http://localhost:10016/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A10016%2Fcontact-us%2F&format=xml	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-json/oembed/1.0/embed0366	(from http://localhost:10016/contact-us/)
16:56:53	782/782	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%22cdcc10c4cd9f652770c2899ecc29c988%22	http://localhost:10016/one-hundred-years-of-solitude/feed/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/one-hundred-years-of-solitude/feed/index.html	(from http://localhost:10016/one-hundred-years-of-solitude/)
16:56:53	6295/6295	U--MCZ	200	updated ('OK')	application/json	date:Wed,%2015%20Oct%202025%2012:56:53%20GMT	http://localhost:10016/wp-json/wp/v2/posts/919	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-json/wp/v2/posts/919.json	(from http://localhost:10016/one-hundred-years-of-solitude/)
16:56:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Oct%202025%2012:56:53%20GMT	http://localhost:10016/?p=919	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/index6f5e.html	(from http://localhost:10016/one-hundred-years-of-solitude/)
16:56:54	2290/2290	U--MCZ	200	updated ('OK')	application/json	date:Wed,%2015%20Oct%202025%2012:56:53%20GMT	http://localhost:10016/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A10016%2Fone-hundred-years-of-solitude%2F	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-json/oembed/1.0/embed7e8f.json	(from http://localhost:10016/one-hundred-years-of-solitude/)
16:56:55	85623/85623	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Oct%202025%2012:56:54%20GMT	http://localhost:10016/author/fluke/	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/author/fluke/index.html	(from http://localhost:10016/one-hundred-years-of-solitude/)
16:56:55	7220/7220	U-----	200	untouched ('')	image/jpeg	etag:%2268edcf06-1c34%22	http://localhost:10016/wp-content/uploads/2021/06/blog-img-1@2x-150x150.jpg	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-content/uploads/2021/06/blog-img-1@2x-150x150.jpg	(from http://localhost:10016/one-hundred-years-of-solitude/)
16:56:55	2488/2488	U--MC-	200	updated ('OK')	text/xml	date:Wed,%2015%20Oct%202025%2012:56:54%20GMT	http://localhost:10016/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A10016%2Fone-hundred-years-of-solitude%2F&format=xml	C:/Users/moham/Desktop/Fable-Export/Fable/localhost_10016/wp-json/oembed/1.0/embed0f86	(from http://localhost:10016/one-hundred-years-of-solitude/)
